company,timestamp,numberOfRecipients,numberOfCCs,numberOfBCCs,recipientType,lengthOfThread,responseTime,titleTone,titleLength,messageTone,messageLength,recipientRoleLevel,employeeID
InspireTech Inc.,2024-11-02T10:00:00,3,2,0,internal,8,2630,neutral,20,serious,160,above,E002
InspireTech Inc.,2024-11-02T14:00:00,3,1,1,internal,1,4174,positive,15,aggressive,80,above,E002
InspireTech Inc.,2024-11-01T04:00:00,8,2,0,internal,10,2537,neutral,10,neutral,20,above,E002
InspireTech Inc.,2024-11-02T06:00:00,2,1,0,external,9,1892,positive,20,neutral,130,above,E002
InspireTech Inc.,2024-11-02T08:00:00,5,4,0,internal,8,2869,neutral,15,informative,150,above,E002
InspireTech Inc.,2024-11-02T17:00:00,4,2,1,internal,9,5358,negative,5,informative,120,above,E002
InspireTech Inc.,2024-11-01T20:00:00,5,4,0,internal,9,5510,positive,20,concerned,200,above,E002
InspireTech Inc.,2024-11-02T12:00:00,5,2,0,external,10,3768,negative,5,informative,40,above,E002
InspireTech Inc.,2024-11-02T12:00:00,7,2,0,internal,6,5363,negative,20,funny,180,above,E002
InspireTech Inc.,2024-11-02T12:00:00,5,1,1,external,8,1283,negative,10,funny,170,above,E002
InspireTech Inc.,2024-11-02T08:00:00,10,0,3,internal,2,2433,positive,10,concerned,60,above,E002
InspireTech Inc.,2024-11-02T05:00:00,5,2,2,internal,10,5597,neutral,10,serious,160,above,E002
InspireTech Inc.,2024-11-02T23:00:00,6,1,3,external,7,1812,positive,5,invitation,110,above,E002
InspireTech Inc.,2024-11-01T13:00:00,4,3,0,internal,5,4250,neutral,15,invitation,20,above,E002
InspireTech Inc.,2024-11-02T14:00:00,6,0,3,internal,3,2275,negative,10,funny,190,above,E002
InspireTech Inc.,2024-11-01T22:00:00,6,1,1,internal,3,6096,negative,15,threatening,190,above,E002
InspireTech Inc.,2024-11-01T22:00:00,7,0,2,internal,3,5754,negative,10,invitation,10,above,E002
InspireTech Inc.,2024-11-01T17:00:00,6,3,2,internal,1,4277,positive,15,neutral,90,above,E002
InspireTech Inc.,2024-11-01T07:00:00,8,1,3,internal,1,4112,neutral,20,informative,90,above,E002
InspireTech Inc.,2024-11-02T11:00:00,9,4,3,external,9,3328,neutral,5,threatening,120,above,E002
InspireTech Inc.,2024-11-01T23:00:00,7,0,2,external,6,4113,positive,20,neutral,90,above,E002
InspireTech Inc.,2024-11-02T07:00:00,5,4,0,external,6,4837,negative,5,neutral,90,above,E002
InspireTech Inc.,2024-11-02T20:00:00,1,0,0,external,2,4405,positive,15,informative,150,above,E002
InspireTech Inc.,2024-11-03T00:00:00,3,0,0,internal,10,6660,negative,10,informative,180,above,E002
InspireTech Inc.,2024-11-02T17:00:00,2,1,0,external,3,3722,positive,15,concerned,190,above,E002
InspireTech Inc.,2024-11-02T03:00:00,9,5,2,external,8,5600,positive,5,concerned,160,above,E002
InspireTech Inc.,2024-11-02T08:00:00,7,2,2,external,2,6589,positive,5,neutral,130,above,E002
InspireTech Inc.,2024-11-02T02:00:00,1,0,0,internal,9,5628,negative,20,funny,10,above,E002
InspireTech Inc.,2024-11-01T15:00:00,6,4,1,external,4,1907,neutral,15,serious,80,above,E002
InspireTech Inc.,2024-11-02T00:00:00,5,4,0,external,5,1478,positive,15,threatening,160,above,E002
InspireTech Inc.,2024-11-02T14:00:00,4,3,0,internal,5,6971,neutral,5,aggressive,180,above,E002
InspireTech Inc.,2024-11-02T22:00:00,1,0,0,internal,8,6129,negative,20,informative,100,above,E002
InspireTech Inc.,2024-11-01T08:00:00,6,0,1,internal,9,2388,neutral,15,funny,70,above,E002
InspireTech Inc.,2024-11-02T06:00:00,2,0,0,external,5,6478,neutral,20,invitation,200,above,E002
InspireTech Inc.,2024-11-01T20:00:00,5,0,3,external,5,2639,positive,10,invitation,160,above,E002
InspireTech Inc.,2024-11-02T23:00:00,1,0,0,external,1,6833,neutral,10,funny,160,above,E002
InspireTech Inc.,2024-11-02T10:00:00,10,5,3,internal,9,6874,positive,5,aggressive,200,above,E002
InspireTech Inc.,2024-11-02T02:00:00,3,2,0,internal,2,2160,positive,15,invitation,80,above,E002
InspireTech Inc.,2024-11-02T17:00:00,3,1,0,external,9,150,negative,15,threatening,40,above,E002
InspireTech Inc.,2024-11-02T12:00:00,3,1,1,external,7,3026,neutral,20,invitation,150,above,E002
InspireTech Inc.,2024-11-02T16:00:00,6,1,2,internal,1,5397,negative,5,invitation,200,above,E002
InspireTech Inc.,2024-11-02T01:00:00,9,2,0,internal,8,6460,positive,20,serious,80,above,E002
InspireTech Inc.,2024-11-01T00:00:00,1,0,0,external,10,6366,negative,15,serious,20,above,E002
InspireTech Inc.,2024-11-02T13:00:00,7,3,2,internal,9,2404,negative,20,funny,170,above,E002
InspireTech Inc.,2024-11-02T22:00:00,6,5,0,external,8,4878,neutral,15,threatening,90,above,E002
InspireTech Inc.,2024-11-02T21:00:00,5,4,0,internal,7,6322,positive,10,aggressive,50,above,E002
InspireTech Inc.,2024-11-02T07:00:00,5,4,0,internal,2,6745,positive,15,neutral,200,above,E002
InspireTech Inc.,2024-11-01T22:00:00,1,0,0,internal,5,5402,negative,5,threatening,30,above,E002
InspireTech Inc.,2024-11-02T16:00:00,3,1,0,external,7,1677,negative,20,neutral,120,above,E002
InspireTech Inc.,2024-11-01T17:00:00,10,0,3,internal,9,5812,neutral,5,invitation,150,above,E002
InspireTech Inc.,2024-11-01T00:00:00,6,1,1,internal,3,942,positive,15,neutral,160,above,E002
InspireTech Inc.,2024-11-01T23:00:00,7,2,1,external,3,4605,neutral,10,aggressive,100,above,E002
InspireTech Inc.,2024-11-02T18:00:00,5,2,1,internal,6,566,positive,15,threatening,60,above,E002
InspireTech Inc.,2024-11-01T02:00:00,8,1,0,external,3,4693,positive,20,invitation,40,above,E002
InspireTech Inc.,2024-11-01T17:00:00,10,0,2,external,1,5555,positive,20,serious,110,above,E002
InspireTech Inc.,2024-11-02T11:00:00,7,0,0,external,9,1306,negative,15,neutral,120,above,E002
InspireTech Inc.,2024-11-02T09:00:00,8,0,0,internal,5,2902,neutral,10,invitation,80,above,E002
InspireTech Inc.,2024-11-02T19:00:00,9,4,2,external,10,3860,negative,20,aggressive,30,above,E002
InspireTech Inc.,2024-11-01T18:00:00,5,3,1,external,1,6992,negative,10,funny,40,above,E002
InspireTech Inc.,2024-11-02T02:00:00,10,2,3,external,3,6881,positive,5,threatening,30,above,E002
InspireTech Inc.,2024-11-01T02:00:00,3,2,0,external,5,3243,neutral,10,invitation,190,above,E002
InspireTech Inc.,2024-11-02T02:00:00,8,1,3,internal,4,5078,positive,20,informative,200,above,E002
InspireTech Inc.,2024-11-02T21:00:00,5,3,0,external,8,6522,neutral,15,invitation,90,above,E002
InspireTech Inc.,2024-11-02T03:00:00,4,3,0,external,5,241,negative,20,informative,50,above,E002
InspireTech Inc.,2024-11-02T00:00:00,5,2,1,external,4,2345,neutral,20,funny,130,above,E002
InspireTech Inc.,2024-11-01T12:00:00,2,1,0,external,6,1805,neutral,20,threatening,60,above,E002
InspireTech Inc.,2024-11-02T06:00:00,7,0,1,external,4,207,positive,15,neutral,90,above,E002
InspireTech Inc.,2024-11-02T09:00:00,9,4,2,internal,5,2989,positive,10,neutral,40,above,E002
InspireTech Inc.,2024-11-01T05:00:00,4,0,3,external,4,5134,neutral,10,aggressive,50,above,E002
InspireTech Inc.,2024-11-02T21:00:00,10,3,0,internal,2,510,neutral,10,invitation,200,above,E002
InspireTech Inc.,2024-11-01T00:00:00,9,4,0,internal,9,538,positive,5,serious,200,above,E002
InspireTech Inc.,2024-11-01T10:00:00,6,3,0,internal,9,2440,neutral,5,informative,30,above,E002
InspireTech Inc.,2024-11-02T04:00:00,3,1,1,internal,8,4905,negative,15,funny,40,above,E002
InspireTech Inc.,2024-11-01T12:00:00,1,0,0,external,5,5066,negative,20,serious,80,above,E002
InspireTech Inc.,2024-11-01T08:00:00,3,2,0,internal,1,6475,neutral,15,serious,70,below,E003
InspireTech Inc.,2024-11-02T14:00:00,2,1,0,external,10,3108,neutral,20,neutral,170,below,E003
InspireTech Inc.,2024-11-02T15:00:00,2,1,0,internal,6,3466,neutral,20,neutral,140,below,E003
InspireTech Inc.,2024-11-02T22:00:00,8,5,1,internal,9,1849,positive,10,invitation,190,below,E003
InspireTech Inc.,2024-11-01T04:00:00,3,2,0,external,5,2581,positive,15,serious,60,below,E003
InspireTech Inc.,2024-11-02T10:00:00,6,0,1,external,4,1402,positive,20,aggressive,100,below,E003
InspireTech Inc.,2024-11-02T11:00:00,1,0,0,internal,10,2439,negative,10,concerned,90,below,E003
InspireTech Inc.,2024-11-01T20:00:00,5,2,0,external,10,5671,negative,5,neutral,10,below,E003
InspireTech Inc.,2024-11-01T04:00:00,10,5,3,internal,1,1513,negative,5,funny,20,below,E003
InspireTech Inc.,2024-11-01T20:00:00,4,1,0,external,5,3021,negative,15,aggressive,70,below,E003
InspireTech Inc.,2024-11-02T11:00:00,1,0,0,external,5,772,positive,20,neutral,10,below,E003
InspireTech Inc.,2024-11-02T22:00:00,10,2,3,external,8,3449,negative,5,invitation,160,below,E003
InspireTech Inc.,2024-11-01T09:00:00,7,2,1,internal,7,4476,positive,15,aggressive,30,below,E003
InspireTech Inc.,2024-11-02T20:00:00,7,0,1,external,1,1598,positive,5,informative,40,below,E003
InspireTech Inc.,2024-11-01T15:00:00,1,0,0,external,3,784,negative,15,invitation,50,below,E003
InspireTech Inc.,2024-11-01T16:00:00,10,4,0,internal,3,4000,positive,5,informative,60,below,E003
InspireTech Inc.,2024-11-01T09:00:00,6,4,0,internal,6,4396,negative,20,serious,150,below,E003
InspireTech Inc.,2024-11-01T06:00:00,2,0,0,internal,9,7061,positive,20,neutral,90,below,E003
InspireTech Inc.,2024-11-01T02:00:00,5,1,2,external,5,7062,positive,5,aggressive,200,below,E003
InspireTech Inc.,2024-11-01T01:00:00,7,0,1,internal,9,6801,negative,15,serious,180,below,E003
InspireTech Inc.,2024-11-02T10:00:00,3,2,0,internal,1,6480,positive,5,aggressive,160,below,E003
InspireTech Inc.,2024-11-02T09:00:00,4,1,1,internal,1,6943,neutral,10,aggressive,90,below,E003
InspireTech Inc.,2024-11-02T08:00:00,10,0,1,external,7,7119,neutral,20,informative,130,below,E003
InspireTech Inc.,2024-11-02T13:00:00,1,0,0,internal,7,4558,positive,20,funny,120,below,E003
InspireTech Inc.,2024-11-02T16:00:00,1,0,0,external,5,6217,negative,10,serious,130,below,E003
InspireTech Inc.,2024-11-01T22:00:00,6,1,0,internal,10,6473,neutral,15,funny,110,below,E003
InspireTech Inc.,2024-11-02T07:00:00,2,1,0,external,6,5589,negative,5,funny,60,below,E003
InspireTech Inc.,2024-11-02T10:00:00,2,0,1,external,4,330,negative,15,concerned,60,below,E003
InspireTech Inc.,2024-11-02T10:00:00,2,0,0,internal,10,296,negative,15,serious,30,below,E003
InspireTech Inc.,2024-11-03T00:00:00,1,0,0,external,5,3610,neutral,5,informative,190,below,E003
InspireTech Inc.,2024-11-01T20:00:00,1,0,0,external,7,1044,positive,15,invitation,30,below,E003
InspireTech Inc.,2024-11-02T03:00:00,6,1,3,internal,6,3509,negative,20,aggressive,20,below,E003
InspireTech Inc.,2024-11-02T16:00:00,5,1,1,internal,2,3174,neutral,10,concerned,40,below,E003
InspireTech Inc.,2024-11-02T21:00:00,1,0,0,external,8,6989,negative,15,invitation,70,below,E003
InspireTech Inc.,2024-11-02T09:00:00,2,1,0,internal,7,1292,neutral,5,informative,120,below,E003
InspireTech Inc.,2024-11-01T11:00:00,6,2,2,internal,3,1289,negative,15,concerned,100,below,E003
InspireTech Inc.,2024-11-02T15:00:00,8,3,1,external,9,641,negative,20,funny,10,below,E003
InspireTech Inc.,2024-11-02T13:00:00,5,2,1,internal,7,4296,neutral,15,funny,100,below,E003
InspireTech Inc.,2024-11-01T05:00:00,2,1,0,external,10,3134,negative,5,neutral,60,below,E003
InspireTech Inc.,2024-11-02T03:00:00,4,2,0,external,1,4101,positive,5,informative,20,below,E003
InspireTech Inc.,2024-11-02T19:00:00,4,0,1,external,7,4393,neutral,10,concerned,160,below,E003
InspireTech Inc.,2024-11-01T11:00:00,8,3,3,internal,10,5083,negative,10,invitation,80,below,E003
InspireTech Inc.,2024-11-02T01:00:00,2,1,0,internal,5,4291,neutral,20,serious,170,below,E003
InspireTech Inc.,2024-11-01T12:00:00,5,1,0,external,4,548,positive,15,concerned,30,below,E003
InspireTech Inc.,2024-11-02T08:00:00,4,0,2,external,7,2473,negative,20,funny,150,below,E003
InspireTech Inc.,2024-11-02T01:00:00,6,3,2,external,2,5458,neutral,10,invitation,10,below,E003
InspireTech Inc.,2024-11-02T06:00:00,6,3,0,internal,2,546,negative,10,serious,170,below,E003
InspireTech Inc.,2024-11-03T00:00:00,1,0,0,external,9,6546,positive,15,funny,200,below,E003
InspireTech Inc.,2024-11-01T12:00:00,3,0,1,external,5,881,negative,20,threatening,190,below,E003
InspireTech Inc.,2024-11-01T05:00:00,4,0,3,external,1,2898,neutral,15,concerned,190,below,E003
InspireTech Inc.,2024-11-02T00:00:00,10,0,1,external,10,1099,positive,15,neutral,100,below,E003
InspireTech Inc.,2024-11-02T02:00:00,2,0,1,external,8,3741,negative,10,threatening,100,below,E003
InspireTech Inc.,2024-11-02T20:00:00,8,4,3,internal,3,5568,positive,15,invitation,70,below,E003
InspireTech Inc.,2024-11-01T13:00:00,9,5,3,internal,9,2613,negative,5,neutral,30,below,E003
InspireTech Inc.,2024-11-02T00:00:00,3,2,0,internal,8,6533,neutral,10,invitation,60,below,E003
InspireTech Inc.,2024-11-01T20:00:00,2,0,1,internal,1,3828,neutral,15,threatening,170,below,E003
InspireTech Inc.,2024-11-01T04:00:00,6,0,3,external,8,3710,positive,20,aggressive,110,below,E003
InspireTech Inc.,2024-11-02T13:00:00,3,1,0,external,6,2883,negative,15,threatening,50,below,E003
InspireTech Inc.,2024-11-01T02:00:00,3,1,0,external,2,5918,negative,15,funny,150,below,E003
InspireTech Inc.,2024-11-02T17:00:00,7,3,3,external,7,171,positive,15,funny,60,below,E003
InspireTech Inc.,2024-11-02T12:00:00,5,0,1,external,5,4593,neutral,20,invitation,30,below,E003
InspireTech Inc.,2024-11-01T00:00:00,10,4,3,internal,9,6934,neutral,20,informative,200,below,E003
InspireTech Inc.,2024-11-01T17:00:00,5,2,2,external,10,1425,negative,5,informative,190,below,E003
InspireTech Inc.,2024-11-02T23:00:00,3,1,1,external,1,6201,negative,20,neutral,40,below,E003
InspireTech Inc.,2024-11-02T16:00:00,4,2,0,internal,8,1194,positive,5,aggressive,100,below,E003
InspireTech Inc.,2024-11-02T03:00:00,5,0,1,external,3,1738,positive,20,aggressive,140,below,E003
InspireTech Inc.,2024-11-01T09:00:00,10,5,0,external,7,2995,positive,15,informative,70,below,E003
InspireTech Inc.,2024-11-01T06:00:00,10,3,1,internal,2,1277,neutral,20,neutral,50,below,E003
InspireTech Inc.,2024-11-01T13:00:00,3,1,0,internal,8,2051,negative,20,invitation,110,below,E003
InspireTech Inc.,2024-11-01T21:00:00,2,0,1,internal,8,3034,negative,5,threatening,80,below,E003
InspireTech Inc.,2024-11-02T01:00:00,5,2,1,internal,4,3339,neutral,20,concerned,190,below,E003
InspireTech Inc.,2024-11-01T06:00:00,1,0,0,external,2,3061,positive,15,concerned,40,below,E003
InspireTech Inc.,2024-11-02T11:00:00,10,2,0,internal,4,549,neutral,15,concerned,30,below,E003
InspireTech Inc.,2024-11-02T07:00:00,7,1,2,internal,8,1762,positive,5,serious,180,below,E003
InspireTech Inc.,2024-11-01T16:00:00,9,2,0,external,1,4944,positive,5,aggressive,60,below,E003
InspireTech Inc.,2024-11-01T02:00:00,10,3,1,external,2,3653,negative,20,concerned,40,below,E003
InspireTech Inc.,2024-11-01T15:00:00,9,3,3,external,2,1840,neutral,10,serious,60,below,E003
InspireTech Inc.,2024-11-02T16:00:00,4,1,2,external,1,7192,neutral,10,funny,160,below,E003
InspireTech Inc.,2024-11-01T09:00:00,6,4,1,internal,3,2044,positive,10,invitation,120,below,E003
InspireTech Inc.,2024-11-02T14:00:00,2,0,1,internal,5,5425,positive,20,concerned,20,below,E003
InspireTech Inc.,2024-11-01T09:00:00,1,0,0,external,9,210,neutral,15,aggressive,90,below,E003
InspireTech Inc.,2024-11-01T05:00:00,1,0,0,external,1,3850,positive,20,neutral,100,below,E003
InspireTech Inc.,2024-11-02T22:00:00,6,2,3,internal,2,5936,negative,15,neutral,200,below,E003
InspireTech Inc.,2024-11-01T05:00:00,8,2,2,external,4,1465,positive,15,neutral,200,below,E003
InspireTech Inc.,2024-11-01T03:00:00,9,5,0,external,3,3650,neutral,15,funny,160,below,E003
InspireTech Inc.,2024-11-01T01:00:00,5,4,0,external,1,2394,neutral,10,serious,110,below,E003
InspireTech Inc.,2024-11-01T00:00:00,5,0,3,internal,1,5514,neutral,20,funny,40,below,E003
InspireTech Inc.,2024-11-02T16:00:00,2,1,0,internal,9,4763,neutral,10,funny,110,below,E003
InspireTech Inc.,2024-11-02T21:00:00,3,2,0,external,9,3524,negative,20,aggressive,50,below,E003
InspireTech Inc.,2024-11-02T22:00:00,7,5,0,internal,4,3270,neutral,10,serious,40,below,E003
InspireTech Inc.,2024-11-02T04:00:00,1,0,0,internal,8,2184,neutral,20,threatening,80,below,E003
InspireTech Inc.,2024-11-01T22:00:00,2,0,0,external,3,708,positive,15,neutral,70,below,E003
InspireTech Inc.,2024-11-02T05:00:00,9,4,0,internal,6,5914,neutral,15,threatening,80,below,E003
InspireTech Inc.,2024-11-01T05:00:00,10,5,3,external,1,5216,positive,20,serious,150,below,E003
InspireTech Inc.,2024-11-02T08:00:00,3,0,2,external,7,4156,negative,5,serious,180,below,E003
InspireTech Inc.,2024-11-01T19:00:00,4,3,0,internal,5,4505,positive,15,aggressive,30,below,E003
InspireTech Inc.,2024-11-02T06:00:00,9,2,1,internal,5,362,negative,20,serious,150,below,E003
InspireTech Inc.,2024-11-02T15:00:00,6,5,0,internal,8,2736,positive,20,serious,150,below,E003
InspireTech Inc.,2024-11-02T14:00:00,1,0,0,external,2,4688,neutral,15,neutral,130,below,E003
InspireTech Inc.,2024-11-02T05:00:00,9,1,3,internal,1,6496,positive,10,neutral,180,below,E003
InspireTech Inc.,2024-11-01T10:00:00,9,4,0,internal,8,3169,positive,5,informative,170,below,E003
InspireTech Inc.,2024-11-01T07:00:00,5,3,1,external,4,5869,neutral,15,serious,180,below,E003
InspireTech Inc.,2024-11-02T03:00:00,2,1,0,external,8,4107,negative,20,aggressive,160,below,E003
InspireTech Inc.,2024-11-02T06:00:00,8,3,3,external,6,2562,positive,15,threatening,40,below,E003
InspireTech Inc.,2024-11-01T08:00:00,3,0,2,external,9,1522,positive,5,invitation,10,below,E003
InspireTech Inc.,2024-11-02T08:00:00,4,0,1,internal,2,769,positive,20,threatening,10,below,E003
InspireTech Inc.,2024-11-02T20:00:00,8,4,3,external,9,3566,positive,5,threatening,60,below,E003
InspireTech Inc.,2024-11-01T18:00:00,3,0,0,external,5,729,neutral,15,concerned,40,below,E003
InspireTech Inc.,2024-11-01T01:00:00,10,2,0,external,3,4922,neutral,10,funny,200,below,E003
InspireTech Inc.,2024-11-02T16:00:00,4,2,1,internal,1,3367,positive,20,informative,170,below,E003
InspireTech Inc.,2024-11-02T07:00:00,5,4,0,external,6,6957,positive,15,aggressive,200,below,E003
InspireTech Inc.,2024-11-02T03:00:00,6,0,2,internal,5,1841,negative,15,concerned,110,below,E003
InspireTech Inc.,2024-11-02T09:00:00,7,5,1,internal,9,5955,neutral,10,invitation,90,below,E003
InspireTech Inc.,2024-11-01T09:00:00,5,2,0,external,10,5740,negative,5,threatening,20,below,E003
InspireTech Inc.,2024-11-01T16:00:00,4,0,0,external,6,286,positive,15,funny,80,below,E003
InspireTech Inc.,2024-11-01T18:00:00,2,0,1,internal,7,4166,neutral,20,aggressive,180,below,E003
InspireTech Inc.,2024-11-01T22:00:00,1,0,0,internal,8,5208,positive,5,invitation,130,below,E003
InspireTech Inc.,2024-11-02T11:00:00,4,1,2,external,9,2920,positive,10,funny,110,below,E003
InspireTech Inc.,2024-11-02T20:00:00,4,2,0,external,7,4885,positive,20,serious,20,below,E003
InspireTech Inc.,2024-11-02T08:00:00,4,1,2,external,7,600,positive,5,aggressive,190,below,E003
InspireTech Inc.,2024-11-01T18:00:00,5,0,2,external,4,6109,positive,15,informative,120,below,E003
InspireTech Inc.,2024-11-01T09:00:00,4,0,0,internal,3,1038,neutral,10,serious,90,below,E003
InspireTech Inc.,2024-11-03T00:00:00,10,4,2,internal,9,806,negative,5,aggressive,200,below,E003
InspireTech Inc.,2024-11-01T05:00:00,5,3,1,internal,1,4937,positive,15,aggressive,130,below,E003
InspireTech Inc.,2024-11-01T03:00:00,6,2,1,external,9,3586,positive,10,serious,60,below,E003
InspireTech Inc.,2024-11-02T08:00:00,6,4,1,internal,9,218,neutral,15,invitation,60,below,E003
InspireTech Inc.,2024-11-02T05:00:00,6,5,0,external,9,753,positive,20,neutral,160,below,E003
InspireTech Inc.,2024-11-01T19:00:00,1,0,0,external,5,698,positive,5,invitation,150,below,E003
InspireTech Inc.,2024-11-02T10:00:00,10,5,2,internal,5,6299,positive,5,invitation,160,below,E003
InspireTech Inc.,2024-11-02T20:00:00,10,1,3,internal,7,4205,neutral,15,informative,40,below,E003
InspireTech Inc.,2024-11-02T12:00:00,8,3,3,internal,4,755,positive,15,threatening,190,below,E003
InspireTech Inc.,2024-11-01T11:00:00,3,1,1,internal,8,1805,positive,10,funny,110,below,E003
InspireTech Inc.,2024-11-02T17:00:00,10,2,1,external,6,6837,negative,5,threatening,30,below,E003
InspireTech Inc.,2024-11-01T11:00:00,10,1,1,external,5,1296,positive,10,funny,70,below,E003
InspireTech Inc.,2024-11-01T13:00:00,1,0,0,internal,10,1104,negative,15,invitation,70,below,E003
InspireTech Inc.,2024-11-01T22:00:00,9,1,2,external,6,5809,positive,5,invitation,140,below,E003
InspireTech Inc.,2024-11-01T10:00:00,10,5,0,internal,8,641,negative,10,concerned,130,below,E003
InspireTech Inc.,2024-11-01T13:00:00,9,4,3,internal,9,4244,neutral,15,neutral,130,below,E003
InspireTech Inc.,2024-11-01T01:00:00,8,1,0,internal,9,744,neutral,5,informative,190,below,E003
InspireTech Inc.,2024-11-02T01:00:00,9,2,0,internal,2,1723,neutral,5,funny,40,below,E003
InspireTech Inc.,2024-11-02T07:00:00,5,2,0,internal,5,4707,negative,10,neutral,10,below,E003
InspireTech Inc.,2024-11-01T06:00:00,8,1,3,internal,4,5722,neutral,15,aggressive,190,below,E003
InspireTech Inc.,2024-11-03T00:00:00,2,0,0,external,10,6525,negative,10,serious,140,below,E003
InspireTech Inc.,2024-11-01T12:00:00,9,0,2,internal,6,2074,negative,5,concerned,110,below,E003
InspireTech Inc.,2024-11-01T19:00:00,8,3,0,internal,10,2647,neutral,10,invitation,180,below,E003
InspireTech Inc.,2024-11-01T16:00:00,4,0,2,external,5,5009,negative,15,invitation,70,below,E003
InspireTech Inc.,2024-11-02T18:00:00,5,2,1,external,10,1835,neutral,5,neutral,130,below,E003
InspireTech Inc.,2024-11-02T16:00:00,6,0,3,external,4,3544,neutral,5,aggressive,140,below,E003
InspireTech Inc.,2024-11-01T05:00:00,6,0,2,external,9,6251,negative,20,neutral,70,below,E003
InspireTech Inc.,2024-11-01T14:00:00,9,3,3,internal,8,6261,neutral,20,informative,180,below,E003
InspireTech Inc.,2024-11-02T08:00:00,1,0,0,internal,3,5863,neutral,5,neutral,120,below,E003
InspireTech Inc.,2024-11-01T21:00:00,8,4,0,internal,3,1934,negative,10,neutral,120,below,E003
InspireTech Inc.,2024-11-01T11:00:00,8,1,3,external,5,4318,neutral,15,concerned,170,below,E003
InspireTech Inc.,2024-11-02T21:00:00,7,2,3,internal,2,4674,neutral,15,invitation,40,below,E003
InspireTech Inc.,2024-11-01T01:00:00,6,0,1,external,10,5565,neutral,15,serious,40,below,E003
InspireTech Inc.,2024-11-01T12:00:00,1,0,0,external,4,7038,neutral,20,threatening,30,below,E003
InspireTech Inc.,2024-11-02T02:00:00,3,2,0,internal,2,3482,positive,10,threatening,90,below,E003
InspireTech Inc.,2024-11-02T07:00:00,4,1,2,external,8,6567,neutral,20,funny,190,below,E003
InspireTech Inc.,2024-11-02T08:00:00,2,0,0,external,10,128,negative,5,serious,200,below,E003
InspireTech Inc.,2024-11-02T21:00:00,8,5,0,internal,8,182,negative,10,funny,50,below,E003
InspireTech Inc.,2024-11-01T22:00:00,6,2,2,internal,3,3652,positive,20,invitation,100,below,E003
InspireTech Inc.,2024-11-02T20:00:00,2,0,1,external,2,1263,negative,5,neutral,70,below,E003
InspireTech Inc.,2024-11-02T10:00:00,3,2,0,internal,5,3112,neutral,5,funny,50,below,E003
